timestamp,event_type,resource_type,resource_id,details
1117.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""50f528e3-bb56-4725-828d-ccc8a42f5367"", ""timestamp"": ""1769034080.9036152"", ""track"": ""track_19""}"
1117.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""WS_01""}"
1118.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""WS_01""}"
1119.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_01"", ""to_track"": ""retrofitted""}"
1120.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_01"", ""to_track"": ""retrofitted""}"
1121.0,WagonMovedEvent,wagon,W0021,"{""from_track"": ""WS_01"", ""movement_type"": ""shunting"", ""timestamp"": ""1121.0"", ""to_track"": ""retrofitted""}"
1121.0,WagonDistributedEvent,wagon,W0021,"{""batch_id"": ""transport_rake_WS_01_retrofitted_1769034080"", ""event_id"": ""533e5100-45ab-40b2-8483-ef887f6ba257"", ""timestamp"": ""1769034080.905122""}"
1121.0,WagonMovedEvent,wagon,W0022,"{""from_track"": ""WS_01"", ""movement_type"": ""shunting"", ""timestamp"": ""1121.0"", ""to_track"": ""retrofitted""}"
1121.0,WagonDistributedEvent,wagon,W0022,"{""batch_id"": ""transport_rake_WS_01_retrofitted_1769034080"", ""event_id"": ""ce196a22-11d1-441e-a833-fcaa06a1996a"", ""timestamp"": ""1769034080.9057322""}"
1121.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""track_19""}"
1122.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""track_19""}"
1122.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""6510dc96-ee1d-4c91-b5fa-a24ce1ebb3d3"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9064128"", ""track"": ""track_19""}"
1122.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""b164cf04-fc7e-49fd-9221-728997951d8b"", ""timestamp"": ""1769034080.9066575"", ""track"": ""track_19""}"
1122.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofitted""}"
1123.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofitted""}"
1124.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""parking11""}"
1125.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""parking11""}"
1126.0,WagonParkedEvent,wagon,W0021,"{""event_id"": ""81219f3b-a525-422e-832f-325833cac10c"", ""parking_area_id"": ""parking11"", ""timestamp"": ""1769034080.9078443""}"
1126.0,WagonMovedEvent,wagon,W0021,"{""from_track"": ""retrofitted"", ""movement_type"": ""shunting"", ""timestamp"": ""1126.0"", ""to_track"": ""parking11""}"
1126.0,WagonParkedEvent,wagon,W0022,"{""event_id"": ""22643067-ad27-4a84-a5ca-2c197ba95829"", ""parking_area_id"": ""parking11"", ""timestamp"": ""1769034080.908516""}"
1126.0,WagonMovedEvent,wagon,W0022,"{""from_track"": ""retrofitted"", ""movement_type"": ""shunting"", ""timestamp"": ""1126.0"", ""to_track"": ""parking11""}"
1126.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""parking11"", ""to_track"": ""track_19""}"
1127.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""parking11"", ""to_track"": ""track_19""}"
1127.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""3d181302-b671-438a-8899-932a2ee2abc5"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9098272"", ""track"": ""track_19""}"
1127.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""a4dce24e-3975-476f-a1bf-7a5a0ba7fb57"", ""timestamp"": ""1769034080.9100368"", ""track"": ""track_19""}"
1127.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofit""}"
1128.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofit""}"
1134.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofit"", ""to_track"": ""WS_01""}"
1135.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofit"", ""to_track"": ""WS_01""}"
1141.0,WagonRetrofitCompletedEvent,wagon,W0019,"{""completion_time"": ""1141.0"", ""event_id"": ""1ec575b0-cf68-4615-bb0f-314abea225a0"", ""timestamp"": ""1769034080.9111848""}"
1141.0,WagonRetrofittedEvent,workshop,WS_02,"{""event_id"": ""4828eaa6-36ef-4127-bd85-4bc2b4833dcf"", ""timestamp"": ""1769034080.9115927"", ""wagon"": ""id='W0019' length=18.3 is_loaded=False track='parking12' source_track_id=None destination_track_id=None arrival_time=None needs_retrofit=False retrofit_start_time=1081.0 retrofit_end_time=1141.0 status=<WagonStatus.PARKING: 'parking'> coupler_type=<CouplerType.SCREW: 'screw'> workshop_id='WS_02' rake_id='transport_rake_WS_02_retrofitted_1769034080' train_id='T2' rejection_reason=None detailed_rejection_reason=None rejection_time=None collection_track_id=None""}"
1141.0,BatchRetrofittedEvent,workshop,WS_02,"{""batch_id"": ""single_W0019"", ""event_id"": ""d2645962-edcd-48dd-a3dd-ae3f3a841903"", ""timestamp"": ""1769034080.9117765"", ""wagons"": ""[Wagon(id='W0019', length=18.3, is_loaded=False, track='parking12', source_track_id=None, destination_track_id=None, arrival_time=None, needs_retrofit=False, retrofit_start_time=1081.0, retrofit_end_time=1141.0, status=<WagonStatus.PARKING: 'parking'>, coupler_type=<CouplerType.SCREW: 'screw'>, workshop_id='WS_02', rake_id='transport_rake_WS_02_retrofitted_1769034080', train_id='T2', rejection_reason=None, detailed_rejection_reason=None, rejection_time=None, collection_track_id=None)]""}"
1141.0,WagonRetrofitCompletedEvent,wagon,W0020,"{""completion_time"": ""1141.0"", ""event_id"": ""0366da5f-c30e-4bb6-8aa4-a05002fcffd4"", ""timestamp"": ""1769034080.9120548""}"
1141.0,WagonRetrofittedEvent,workshop,WS_02,"{""event_id"": ""24d081fc-6f6b-4f16-8716-c4d7fac44a91"", ""timestamp"": ""1769034080.9124248"", ""wagon"": ""id='W0020' length=22.2 is_loaded=False track='parking12' source_track_id=None destination_track_id=None arrival_time=None needs_retrofit=False retrofit_start_time=1081.0 retrofit_end_time=1141.0 status=<WagonStatus.PARKING: 'parking'> coupler_type=<CouplerType.SCREW: 'screw'> workshop_id='WS_02' rake_id='transport_rake_WS_02_retrofitted_1769034080' train_id='T2' rejection_reason=None detailed_rejection_reason=None rejection_time=None collection_track_id=None""}"
1141.0,BatchRetrofittedEvent,workshop,WS_02,"{""batch_id"": ""single_W0020"", ""event_id"": ""2994baa7-9628-475f-9949-5a8108ca355b"", ""timestamp"": ""1769034080.912609"", ""wagons"": ""[Wagon(id='W0020', length=22.2, is_loaded=False, track='parking12', source_track_id=None, destination_track_id=None, arrival_time=None, needs_retrofit=False, retrofit_start_time=1081.0, retrofit_end_time=1141.0, status=<WagonStatus.PARKING: 'parking'>, coupler_type=<CouplerType.SCREW: 'screw'>, workshop_id='WS_02', rake_id='transport_rake_WS_02_retrofitted_1769034080', train_id='T2', rejection_reason=None, detailed_rejection_reason=None, rejection_time=None, collection_track_id=None)]""}"
1141.0,WagonMovedEvent,wagon,W0039,"{""from_track"": ""retrofit"", ""movement_type"": ""shunting"", ""timestamp"": ""1141.0"", ""to_track"": ""WS_01""}"
1141.0,WagonMovedEvent,wagon,W0040,"{""from_track"": ""retrofit"", ""movement_type"": ""shunting"", ""timestamp"": ""1141.0"", ""to_track"": ""WS_01""}"
1141.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_01"", ""to_track"": ""track_19""}"
1141.0,RetrofitStartedEvent,wagon,W0039,"{""bay_id"": ""WS_01_bay_0"", ""event_id"": ""df333d80-1c26-4c16-976b-7397e39ad311"", ""timestamp"": ""1769034080.913871""}"
1141.0,RetrofitStartedEvent,wagon,W0040,"{""bay_id"": ""WS_01_bay_1"", ""event_id"": ""5669c285-6cc1-4f56-bba8-0848df2371c7"", ""timestamp"": ""1769034080.9141202""}"
1142.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_01"", ""to_track"": ""track_19""}"
1142.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""a3500368-21ba-4b7a-a0d6-b8d638a573fb"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9149191"", ""track"": ""track_19""}"
1142.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""ed1d98a9-2109-4320-accf-2443855436d6"", ""timestamp"": ""1769034080.915114"", ""track"": ""track_19""}"
1142.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""WS_02""}"
1143.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""WS_02""}"
1144.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_02"", ""to_track"": ""retrofitted""}"
1145.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_02"", ""to_track"": ""retrofitted""}"
1146.0,WagonMovedEvent,wagon,W0019,"{""from_track"": ""WS_02"", ""movement_type"": ""shunting"", ""timestamp"": ""1146.0"", ""to_track"": ""retrofitted""}"
1146.0,WagonDistributedEvent,wagon,W0019,"{""batch_id"": ""transport_rake_WS_02_retrofitted_1769034080"", ""event_id"": ""028b77c8-ae4e-42b5-ac0e-28a24b252deb"", ""timestamp"": ""1769034080.9166102""}"
1146.0,WagonMovedEvent,wagon,W0020,"{""from_track"": ""WS_02"", ""movement_type"": ""shunting"", ""timestamp"": ""1146.0"", ""to_track"": ""retrofitted""}"
1146.0,WagonDistributedEvent,wagon,W0020,"{""batch_id"": ""transport_rake_WS_02_retrofitted_1769034080"", ""event_id"": ""7ebab13f-f376-4a35-87fe-021c066c90cc"", ""timestamp"": ""1769034080.9172032""}"
1146.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""track_19""}"
1147.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""track_19""}"
1147.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""d934f934-8157-4e49-80ec-99c135a54384"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9179692"", ""track"": ""track_19""}"
1147.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""5897e57e-4c20-4d93-ba34-5ff6024fd0c9"", ""timestamp"": ""1769034080.9182086"", ""track"": ""track_19""}"
1147.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofitted""}"
1148.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofitted""}"
1149.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""parking12""}"
1150.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""parking12""}"
1151.0,WagonParkedEvent,wagon,W0019,"{""event_id"": ""99dcae03-fde8-4835-94b2-08f3b8c05306"", ""parking_area_id"": ""parking12"", ""timestamp"": ""1769034080.9193842""}"
1151.0,WagonMovedEvent,wagon,W0019,"{""from_track"": ""retrofitted"", ""movement_type"": ""shunting"", ""timestamp"": ""1151.0"", ""to_track"": ""parking12""}"
1151.0,WagonParkedEvent,wagon,W0020,"{""event_id"": ""418207ba-6c8f-447f-b9be-a7fb9b629d57"", ""parking_area_id"": ""parking12"", ""timestamp"": ""1769034080.9200442""}"
1151.0,WagonMovedEvent,wagon,W0020,"{""from_track"": ""retrofitted"", ""movement_type"": ""shunting"", ""timestamp"": ""1151.0"", ""to_track"": ""parking12""}"
1151.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""parking12"", ""to_track"": ""track_19""}"
1152.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""parking12"", ""to_track"": ""track_19""}"
1152.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""a98fd5db-5f0b-4c61-bb97-e5426eb48c48"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9213836"", ""track"": ""track_19""}"
1152.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""d1291b6d-6d9d-4d24-a073-3a437049d661"", ""timestamp"": ""1769034080.9215922"", ""track"": ""track_19""}"
1152.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofit""}"
1153.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofit""}"
1159.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofit"", ""to_track"": ""WS_02""}"
1160.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofit"", ""to_track"": ""WS_02""}"
1166.0,WagonMovedEvent,wagon,W0041,"{""from_track"": ""retrofit"", ""movement_type"": ""shunting"", ""timestamp"": ""1166.0"", ""to_track"": ""WS_02""}"
1166.0,WagonMovedEvent,wagon,W0042,"{""from_track"": ""retrofit"", ""movement_type"": ""shunting"", ""timestamp"": ""1166.0"", ""to_track"": ""WS_02""}"
1166.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_02"", ""to_track"": ""track_19""}"
1166.0,RetrofitStartedEvent,wagon,W0041,"{""bay_id"": ""WS_02_bay_0"", ""event_id"": ""5a5fd61f-9cee-453e-ba5e-35291e934d27"", ""timestamp"": ""1769034080.9237416""}"
1166.0,RetrofitStartedEvent,wagon,W0042,"{""bay_id"": ""WS_02_bay_1"", ""event_id"": ""139fc873-6d61-4848-94c8-aa0c3f72bd84"", ""timestamp"": ""1769034080.9239914""}"
1167.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_02"", ""to_track"": ""track_19""}"
1167.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""c6b6e400-445e-450d-9e52-2e32bc211c05"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9244146"", ""track"": ""track_19""}"
1201.0,WagonRetrofitCompletedEvent,wagon,W0039,"{""completion_time"": ""1201.0"", ""event_id"": ""5f97367c-e497-4ad3-943a-47500506b7c0"", ""timestamp"": ""1769034080.9246554""}"
1201.0,WagonRetrofittedEvent,workshop,WS_01,"{""event_id"": ""6c4ed692-3342-4413-b613-3410b425e117"", ""timestamp"": ""1769034080.925072"", ""wagon"": ""id='W0039' length=18.9 is_loaded=False track='parking13' source_track_id=None destination_track_id=None arrival_time=None needs_retrofit=False retrofit_start_time=1141.0 retrofit_end_time=1201.0 status=<WagonStatus.PARKING: 'parking'> coupler_type=<CouplerType.SCREW: 'screw'> workshop_id='WS_01' rake_id='transport_rake_WS_01_retrofitted_1769034080' train_id='T3' rejection_reason=None detailed_rejection_reason=None rejection_time=None collection_track_id=None""}"
1201.0,BatchRetrofittedEvent,workshop,WS_01,"{""batch_id"": ""single_W0039"", ""event_id"": ""b8fddbeb-23d5-4882-9f76-899e76902dbe"", ""timestamp"": ""1769034080.9252644"", ""wagons"": ""[Wagon(id='W0039', length=18.9, is_loaded=False, track='parking13', source_track_id=None, destination_track_id=None, arrival_time=None, needs_retrofit=False, retrofit_start_time=1141.0, retrofit_end_time=1201.0, status=<WagonStatus.PARKING: 'parking'>, coupler_type=<CouplerType.SCREW: 'screw'>, workshop_id='WS_01', rake_id='transport_rake_WS_01_retrofitted_1769034080', train_id='T3', rejection_reason=None, detailed_rejection_reason=None, rejection_time=None, collection_track_id=None)]""}"
1201.0,WagonRetrofitCompletedEvent,wagon,W0040,"{""completion_time"": ""1201.0"", ""event_id"": ""ac863110-90b8-44f9-a37c-2bd36610e462"", ""timestamp"": ""1769034080.9255493""}"
1201.0,WagonRetrofittedEvent,workshop,WS_01,"{""event_id"": ""f7567355-c6cd-4ddc-be50-46f63d79121b"", ""timestamp"": ""1769034080.9259112"", ""wagon"": ""id='W0040' length=24.1 is_loaded=False track='parking13' source_track_id=None destination_track_id=None arrival_time=None needs_retrofit=False retrofit_start_time=1141.0 retrofit_end_time=1201.0 status=<WagonStatus.PARKING: 'parking'> coupler_type=<CouplerType.SCREW: 'screw'> workshop_id='WS_01' rake_id='transport_rake_WS_01_retrofitted_1769034080' train_id='T3' rejection_reason=None detailed_rejection_reason=None rejection_time=None collection_track_id=None""}"
1201.0,BatchRetrofittedEvent,workshop,WS_01,"{""batch_id"": ""single_W0040"", ""event_id"": ""d05b5ae8-5d2b-4013-be41-3d7e2466bdfa"", ""timestamp"": ""1769034080.9261036"", ""wagons"": ""[Wagon(id='W0040', length=24.1, is_loaded=False, track='parking13', source_track_id=None, destination_track_id=None, arrival_time=None, needs_retrofit=False, retrofit_start_time=1141.0, retrofit_end_time=1201.0, status=<WagonStatus.PARKING: 'parking'>, coupler_type=<CouplerType.SCREW: 'screw'>, workshop_id='WS_01', rake_id='transport_rake_WS_01_retrofitted_1769034080', train_id='T3', rejection_reason=None, detailed_rejection_reason=None, rejection_time=None, collection_track_id=None)]""}"
1201.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""186201d9-ceb4-4b74-9011-0f1864596f0c"", ""timestamp"": ""1769034080.9267957"", ""track"": ""track_19""}"
1201.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""WS_01""}"
1202.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""WS_01""}"
1203.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_01"", ""to_track"": ""retrofitted""}"
1204.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""WS_01"", ""to_track"": ""retrofitted""}"
1205.0,WagonMovedEvent,wagon,W0039,"{""from_track"": ""WS_01"", ""movement_type"": ""shunting"", ""timestamp"": ""1205.0"", ""to_track"": ""retrofitted""}"
1205.0,WagonDistributedEvent,wagon,W0039,"{""batch_id"": ""transport_rake_WS_01_retrofitted_1769034080"", ""event_id"": ""b3dc1a70-8468-42f0-83cc-f8c75ca20ee5"", ""timestamp"": ""1769034080.9283118""}"
1205.0,WagonMovedEvent,wagon,W0040,"{""from_track"": ""WS_01"", ""movement_type"": ""shunting"", ""timestamp"": ""1205.0"", ""to_track"": ""retrofitted""}"
1205.0,WagonDistributedEvent,wagon,W0040,"{""batch_id"": ""transport_rake_WS_01_retrofitted_1769034080"", ""event_id"": ""606d2b1c-3ef4-4ab4-81cf-246289dcf859"", ""timestamp"": ""1769034080.9289205""}"
1205.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""track_19""}"
1206.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""track_19""}"
1206.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""6d08143e-d778-470e-88f1-9be7f205a1ee"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.929609"", ""track"": ""track_19""}"
1206.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""b3871285-a08f-4264-a9b3-2edc5d4f692a"", ""timestamp"": ""1769034080.9298472"", ""track"": ""track_19""}"
1206.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofitted""}"
1207.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofitted""}"
1208.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""parking13""}"
1209.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofitted"", ""to_track"": ""parking13""}"
1210.0,WagonParkedEvent,wagon,W0039,"{""event_id"": ""00c761a3-52fb-4b01-a7dc-e37862746f6e"", ""parking_area_id"": ""parking13"", ""timestamp"": ""1769034080.931015""}"
1210.0,WagonMovedEvent,wagon,W0039,"{""from_track"": ""retrofitted"", ""movement_type"": ""shunting"", ""timestamp"": ""1210.0"", ""to_track"": ""parking13""}"
1210.0,WagonParkedEvent,wagon,W0040,"{""event_id"": ""cb765cc0-4bf0-459e-818c-e75b300c8ea8"", ""parking_area_id"": ""parking13"", ""timestamp"": ""1769034080.9316585""}"
1210.0,WagonMovedEvent,wagon,W0040,"{""from_track"": ""retrofitted"", ""movement_type"": ""shunting"", ""timestamp"": ""1210.0"", ""to_track"": ""parking13""}"
1210.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""parking13"", ""to_track"": ""track_19""}"
1211.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""parking13"", ""to_track"": ""track_19""}"
1211.0,LocomotiveReleasedEvent,locomotive,LOCO_01,"{""event_id"": ""b0d1ffdc-a20e-48f5-86a6-c4f32090fb5b"", ""released_from"": ""yard"", ""timestamp"": ""1769034080.9329512"", ""track"": ""track_19""}"
1211.0,LocomotiveAllocatedEvent,locomotive,LOCO_01,"{""allocated_to"": ""yard"", ""event_id"": ""87811c81-d129-4217-93c7-2d13b7e891b8"", ""timestamp"": ""1769034080.9331627"", ""track"": ""track_19""}"
1211.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofit""}"
1212.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""track_19"", ""to_track"": ""retrofit""}"
1218.0,LocomotiveMovementStartedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofit"", ""to_track"": ""WS_01""}"
1219.0,LocomotiveMovementCompletedEvent,locomotive,LOCO_01,"{""from_track"": ""retrofit"", ""to_track"": ""WS_01""}"
