timestamp,wagon_id,train_id,event,location,status
2208.0,W0117,,AT_WORKSHOP,WS_02,READY
2208.0,W0117,,RETROFIT_STARTED,WS_02,RETROFITTING
2268.0,W0117,,RETROFIT_COMPLETED,WS_02,COMPLETED
2277.0,W0117,,PARKED,parking5,PARKED
1800.0,W0118,T6,ARRIVED,collection,ARRIVED
2158.0,W0118,,ON_RETROFIT_TRACK,retrofit,WAITING
2257.0,W0118,,AT_WORKSHOP,WS_01,READY
2257.0,W0118,,RETROFIT_STARTED,WS_01,RETROFITTING
2317.0,W0118,,RETROFIT_COMPLETED,WS_01,COMPLETED
2326.0,W0118,,PARKED,parking6,PARKED
1800.0,W0119,T6,ARRIVED,rejected,REJECTED
1800.0,W0120,T6,ARRIVED,collection,ARRIVED
2158.0,W0120,,ON_RETROFIT_TRACK,retrofit,WAITING
2257.0,W0120,,AT_WORKSHOP,WS_01,READY
2257.0,W0120,,RETROFIT_STARTED,WS_01,RETROFITTING
2317.0,W0120,,RETROFIT_COMPLETED,WS_01,COMPLETED
2326.0,W0120,,PARKED,parking6,PARKED
1800.0,W0121,T6,ARRIVED,collection,ARRIVED
2158.0,W0121,,ON_RETROFIT_TRACK,retrofit,WAITING
2272.0,W0121,,AT_WORKSHOP,WS_02,READY
2272.0,W0121,,RETROFIT_STARTED,WS_02,RETROFITTING
2332.0,W0121,,RETROFIT_COMPLETED,WS_02,COMPLETED
2351.0,W0121,,PARKED,parking7,PARKED
1800.0,W0122,T6,ARRIVED,collection,ARRIVED
2158.0,W0122,,ON_RETROFIT_TRACK,retrofit,WAITING
2272.0,W0122,,AT_WORKSHOP,WS_02,READY
2272.0,W0122,,RETROFIT_STARTED,WS_02,RETROFITTING
2332.0,W0122,,RETROFIT_COMPLETED,WS_02,COMPLETED
2351.0,W0122,,PARKED,parking7,PARKED
1800.0,W0123,T6,ARRIVED,collection,ARRIVED
2158.0,W0123,,ON_RETROFIT_TRACK,retrofit,WAITING
2341.0,W0123,,AT_WORKSHOP,WS_01,READY
2341.0,W0123,,RETROFIT_STARTED,WS_01,RETROFITTING
2401.0,W0123,,RETROFIT_COMPLETED,WS_01,COMPLETED
2477.0,W0123,,PARKED,parking8,PARKED
1800.0,W0124,T6,ARRIVED,collection,ARRIVED
2158.0,W0124,,ON_RETROFIT_TRACK,retrofit,WAITING
2341.0,W0124,,AT_WORKSHOP,WS_01,READY
2341.0,W0124,,RETROFIT_STARTED,WS_01,RETROFITTING
2401.0,W0124,,RETROFIT_COMPLETED,WS_01,COMPLETED
2477.0,W0124,,PARKED,parking8,PARKED
1800.0,W0125,T6,ARRIVED,collection,ARRIVED
2158.0,W0125,,ON_RETROFIT_TRACK,retrofit,WAITING
2366.0,W0125,,AT_WORKSHOP,WS_02,READY
2366.0,W0125,,RETROFIT_STARTED,WS_02,RETROFITTING
2426.0,W0125,,RETROFIT_COMPLETED,WS_02,COMPLETED
2482.0,W0125,,PARKED,parking9,PARKED
2088.0,W0126,T7,ARRIVED,collection,ARRIVED
2158.0,W0126,,ON_RETROFIT_TRACK,retrofit,WAITING
2366.0,W0126,,AT_WORKSHOP,WS_02,READY
2366.0,W0126,,RETROFIT_STARTED,WS_02,RETROFITTING
2426.0,W0126,,RETROFIT_COMPLETED,WS_02,COMPLETED
2482.0,W0126,,PARKED,parking9,PARKED
2088.0,W0127,T7,ARRIVED,collection,ARRIVED
2158.0,W0127,,ON_RETROFIT_TRACK,retrofit,WAITING
2497.0,W0127,,AT_WORKSHOP,WS_01,READY
2497.0,W0127,,RETROFIT_STARTED,WS_01,RETROFITTING
2557.0,W0127,,RETROFIT_COMPLETED,WS_01,COMPLETED
2566.0,W0127,,PARKED,parking10,PARKED
2088.0,W0128,T7,ARRIVED,rejected,REJECTED
2088.0,W0129,T7,ARRIVED,collection,ARRIVED
2158.0,W0129,,ON_RETROFIT_TRACK,retrofit,WAITING
2497.0,W0129,,AT_WORKSHOP,WS_01,READY
2497.0,W0129,,RETROFIT_STARTED,WS_01,RETROFITTING
2557.0,W0129,,RETROFIT_COMPLETED,WS_01,COMPLETED
2566.0,W0129,,PARKED,parking10,PARKED
2088.0,W0130,T7,ARRIVED,collection,ARRIVED
2462.0,W0130,,ON_RETROFIT_TRACK,retrofit,WAITING
2512.0,W0130,,AT_WORKSHOP,WS_02,READY
2512.0,W0130,,RETROFIT_STARTED,WS_02,RETROFITTING
2572.0,W0130,,RETROFIT_COMPLETED,WS_02,COMPLETED
2581.0,W0130,,PARKED,parking11,PARKED
2088.0,W0131,T7,ARRIVED,collection,ARRIVED
2462.0,W0131,,ON_RETROFIT_TRACK,retrofit,WAITING
2512.0,W0131,,AT_WORKSHOP,WS_02,READY
2512.0,W0131,,RETROFIT_STARTED,WS_02,RETROFITTING
2572.0,W0131,,RETROFIT_COMPLETED,WS_02,COMPLETED
2581.0,W0131,,PARKED,parking11,PARKED
2088.0,W0132,T7,ARRIVED,collection,ARRIVED
2462.0,W0132,,ON_RETROFIT_TRACK,retrofit,WAITING
2561.0,W0132,,AT_WORKSHOP,WS_01,READY
2561.0,W0132,,RETROFIT_STARTED,WS_01,RETROFITTING
2621.0,W0132,,RETROFIT_COMPLETED,WS_01,COMPLETED
2630.0,W0132,,PARKED,parking12,PARKED
2088.0,W0133,T7,ARRIVED,collection,ARRIVED
2462.0,W0133,,ON_RETROFIT_TRACK,retrofit,WAITING
2561.0,W0133,,AT_WORKSHOP,WS_01,READY
2561.0,W0133,,RETROFIT_STARTED,WS_01,RETROFITTING
2621.0,W0133,,RETROFIT_COMPLETED,WS_01,COMPLETED
2630.0,W0133,,PARKED,parking12,PARKED
2088.0,W0134,T7,ARRIVED,collection,ARRIVED
2462.0,W0134,,ON_RETROFIT_TRACK,retrofit,WAITING
2576.0,W0134,,AT_WORKSHOP,WS_02,READY
2576.0,W0134,,RETROFIT_STARTED,WS_02,RETROFITTING
2636.0,W0134,,RETROFIT_COMPLETED,WS_02,COMPLETED
2655.0,W0134,,PARKED,parking13,PARKED
2088.0,W0135,T7,ARRIVED,collection,ARRIVED
2462.0,W0135,,ON_RETROFIT_TRACK,retrofit,WAITING
2576.0,W0135,,AT_WORKSHOP,WS_02,READY
2576.0,W0135,,RETROFIT_STARTED,WS_02,RETROFITTING
2636.0,W0135,,RETROFIT_COMPLETED,WS_02,COMPLETED
2655.0,W0135,,PARKED,parking13,PARKED
2088.0,W0136,T7,ARRIVED,collection,ARRIVED
2462.0,W0136,,ON_RETROFIT_TRACK,retrofit,WAITING
2645.0,W0136,,AT_WORKSHOP,WS_01,READY
2645.0,W0136,,RETROFIT_STARTED,WS_01,RETROFITTING
2705.0,W0136,,RETROFIT_COMPLETED,WS_01,COMPLETED
2784.0,W0136,,PARKED,parking14,PARKED
2088.0,W0137,T7,ARRIVED,collection,ARRIVED
2462.0,W0137,,ON_RETROFIT_TRACK,retrofit,WAITING
2645.0,W0137,,AT_WORKSHOP,WS_01,READY
2645.0,W0137,,RETROFIT_STARTED,WS_01,RETROFITTING
2705.0,W0137,,RETROFIT_COMPLETED,WS_01,COMPLETED
2784.0,W0137,,PARKED,parking14,PARKED
2088.0,W0138,T7,ARRIVED,rejected,REJECTED
2088.0,W0139,T7,ARRIVED,rejected,REJECTED
2088.0,W0140,T7,ARRIVED,rejected,REJECTED
2088.0,W0141,T7,ARRIVED,rejected,REJECTED
2088.0,W0142,T7,ARRIVED,rejected,REJECTED
2088.0,W0143,T7,ARRIVED,rejected,REJECTED
2088.0,W0144,T7,ARRIVED,rejected,REJECTED
2088.0,W0145,T7,ARRIVED,rejected,REJECTED
2088.0,W0146,T7,ARRIVED,rejected,REJECTED
2088.0,W0147,T7,ARRIVED,rejected,REJECTED
2088.0,W0148,T7,ARRIVED,rejected,REJECTED
2088.0,W0149,T7,ARRIVED,rejected,REJECTED
2088.0,W0150,T7,ARRIVED,rejected,REJECTED
2088.0,W0151,T7,ARRIVED,rejected,REJECTED
2088.0,W0152,T7,ARRIVED,rejected,REJECTED
2088.0,W0153,T7,ARRIVED,rejected,REJECTED
2376.0,W0154,T8,ARRIVED,collection,ARRIVED
2462.0,W0154,,ON_RETROFIT_TRACK,retrofit,WAITING
2670.0,W0154,,AT_WORKSHOP,WS_02,READY
2670.0,W0154,,RETROFIT_STARTED,WS_02,RETROFITTING
2730.0,W0154,,RETROFIT_COMPLETED,WS_02,COMPLETED
2789.0,W0154,,PARKED,parking15,PARKED
2376.0,W0155,T8,ARRIVED,collection,ARRIVED
2462.0,W0155,,ON_RETROFIT_TRACK,retrofit,WAITING
2670.0,W0155,,AT_WORKSHOP,WS_02,READY
2670.0,W0155,,RETROFIT_STARTED,WS_02,RETROFITTING
2730.0,W0155,,RETROFIT_COMPLETED,WS_02,COMPLETED
2789.0,W0155,,PARKED,parking15,PARKED
2376.0,W0156,T8,ARRIVED,collection,ARRIVED
2462.0,W0156,,ON_RETROFIT_TRACK,retrofit,WAITING
2804.0,W0156,,AT_WORKSHOP,WS_01,READY
2804.0,W0156,,RETROFIT_STARTED,WS_01,RETROFITTING
2864.0,W0156,,RETROFIT_COMPLETED,WS_01,COMPLETED
2873.0,W0156,,PARKED,parking16,PARKED
2376.0,W0157,T8,ARRIVED,collection,ARRIVED
2462.0,W0157,,ON_RETROFIT_TRACK,retrofit,WAITING
2804.0,W0157,,AT_WORKSHOP,WS_01,READY
2804.0,W0157,,RETROFIT_STARTED,WS_01,RETROFITTING
2864.0,W0157,,RETROFIT_COMPLETED,WS_01,COMPLETED
2873.0,W0157,,PARKED,parking16,PARKED
2376.0,W0158,T8,ARRIVED,collection,ARRIVED
2462.0,W0158,,ON_RETROFIT_TRACK,retrofit,WAITING
2819.0,W0158,,AT_WORKSHOP,WS_02,READY
2819.0,W0158,,RETROFIT_STARTED,WS_02,RETROFITTING
2879.0,W0158,,RETROFIT_COMPLETED,WS_02,COMPLETED
2888.0,W0158,,PARKED,parking1,PARKED
2376.0,W0159,T8,ARRIVED,collection,ARRIVED
2462.0,W0159,,ON_RETROFIT_TRACK,retrofit,WAITING
2819.0,W0159,,AT_WORKSHOP,WS_02,READY
2819.0,W0159,,RETROFIT_STARTED,WS_02,RETROFITTING
2879.0,W0159,,RETROFIT_COMPLETED,WS_02,COMPLETED
2888.0,W0159,,PARKED,parking1,PARKED
2376.0,W0160,T8,ARRIVED,collection,ARRIVED
2769.0,W0160,,ON_RETROFIT_TRACK,retrofit,WAITING
2868.0,W0160,,AT_WORKSHOP,WS_01,READY
2868.0,W0160,,RETROFIT_STARTED,WS_01,RETROFITTING
2928.0,W0160,,RETROFIT_COMPLETED,WS_01,COMPLETED
2937.0,W0160,,PARKED,parking2,PARKED
2376.0,W0161,T8,ARRIVED,collection,ARRIVED
2769.0,W0161,,ON_RETROFIT_TRACK,retrofit,WAITING
2868.0,W0161,,AT_WORKSHOP,WS_01,READY
2868.0,W0161,,RETROFIT_STARTED,WS_01,RETROFITTING
2928.0,W0161,,RETROFIT_COMPLETED,WS_01,COMPLETED
2937.0,W0161,,PARKED,parking2,PARKED
2376.0,W0162,T8,ARRIVED,collection,ARRIVED
2769.0,W0162,,ON_RETROFIT_TRACK,retrofit,WAITING
2883.0,W0162,,AT_WORKSHOP,WS_02,READY
2883.0,W0162,,RETROFIT_STARTED,WS_02,RETROFITTING
2943.0,W0162,,RETROFIT_COMPLETED,WS_02,COMPLETED
2983.0,W0162,,PARKED,parking3,PARKED
2376.0,W0163,T8,ARRIVED,collection,ARRIVED
2769.0,W0163,,ON_RETROFIT_TRACK,retrofit,WAITING
2883.0,W0163,,AT_WORKSHOP,WS_02,READY
2883.0,W0163,,RETROFIT_STARTED,WS_02,RETROFITTING
2943.0,W0163,,RETROFIT_COMPLETED,WS_02,COMPLETED
2983.0,W0163,,PARKED,parking3,PARKED
2376.0,W0164,T8,ARRIVED,rejected,REJECTED
2376.0,W0165,T8,ARRIVED,rejected,REJECTED
2376.0,W0166,T8,ARRIVED,rejected,REJECTED
2376.0,W0167,T8,ARRIVED,rejected,REJECTED
2376.0,W0168,T8,ARRIVED,rejected,REJECTED
2376.0,W0169,T8,ARRIVED,rejected,REJECTED
2376.0,W0170,T8,ARRIVED,rejected,REJECTED
2376.0,W0171,T8,ARRIVED,rejected,REJECTED
2376.0,W0172,T8,ARRIVED,rejected,REJECTED
2376.0,W0173,T8,ARRIVED,rejected,REJECTED
2376.0,W0174,T8,ARRIVED,rejected,REJECTED
2376.0,W0175,T8,ARRIVED,rejected,REJECTED
2376.0,W0176,T8,ARRIVED,rejected,REJECTED
2376.0,W0177,T8,ARRIVED,rejected,REJECTED
2376.0,W0178,T8,ARRIVED,rejected,REJECTED
2376.0,W0179,T8,ARRIVED,rejected,REJECTED
2376.0,W0180,T8,ARRIVED,rejected,REJECTED
2376.0,W0181,T8,ARRIVED,rejected,REJECTED
2376.0,W0182,T8,ARRIVED,rejected,REJECTED
2376.0,W0183,T8,ARRIVED,rejected,REJECTED
2376.0,W0184,T8,ARRIVED,rejected,REJECTED
2376.0,W0185,T8,ARRIVED,rejected,REJECTED
2376.0,W0186,T8,ARRIVED,rejected,REJECTED
2664.0,W0187,T9,ARRIVED,collection,ARRIVED
2769.0,W0187,,ON_RETROFIT_TRACK,retrofit,WAITING
2952.0,W0187,,AT_WORKSHOP,WS_01,READY
2952.0,W0187,,RETROFIT_STARTED,WS_01,RETROFITTING
3012.0,W0187,,RETROFIT_COMPLETED,WS_01,COMPLETED
3023.0,W0187,,PARKED,parking5,PARKED
2664.0,W0188,T9,ARRIVED,collection,ARRIVED
2769.0,W0188,,ON_RETROFIT_TRACK,retrofit,WAITING
2952.0,W0188,,AT_WORKSHOP,WS_01,READY
2952.0,W0188,,RETROFIT_STARTED,WS_01,RETROFITTING
3012.0,W0188,,RETROFIT_COMPLETED,WS_01,COMPLETED
3023.0,W0188,,PARKED,parking5,PARKED
2664.0,W0189,T9,ARRIVED,collection,ARRIVED
2769.0,W0189,,ON_RETROFIT_TRACK,retrofit,WAITING
2998.0,W0189,,AT_WORKSHOP,WS_02,READY
2998.0,W0189,,RETROFIT_STARTED,WS_02,RETROFITTING
3058.0,W0189,,RETROFIT_COMPLETED,WS_02,COMPLETED
3067.0,W0189,,PARKED,parking6,PARKED
2664.0,W0190,T9,ARRIVED,collection,ARRIVED
2769.0,W0190,,ON_RETROFIT_TRACK,retrofit,WAITING
2998.0,W0190,,AT_WORKSHOP,WS_02,READY
2998.0,W0190,,RETROFIT_STARTED,WS_02,RETROFITTING
3058.0,W0190,,RETROFIT_COMPLETED,WS_02,COMPLETED
3067.0,W0190,,PARKED,parking6,PARKED
2664.0,W0191,T9,ARRIVED,collection,ARRIVED
2769.0,W0191,,ON_RETROFIT_TRACK,retrofit,WAITING
3062.0,W0191,,AT_WORKSHOP,WS_02,READY
3062.0,W0191,,RETROFIT_STARTED,WS_02,RETROFITTING
3122.0,W0191,,RETROFIT_COMPLETED,WS_02,COMPLETED
3132.0,W0191,,PARKED,parking8,PARKED
2664.0,W0192,T9,ARRIVED,collection,ARRIVED
2769.0,W0192,,ON_RETROFIT_TRACK,retrofit,WAITING
3062.0,W0192,,AT_WORKSHOP,WS_02,READY
3062.0,W0192,,RETROFIT_STARTED,WS_02,RETROFITTING
3122.0,W0192,,RETROFIT_COMPLETED,WS_02,COMPLETED
3132.0,W0192,,PARKED,parking8,PARKED
2664.0,W0193,T9,ARRIVED,collection,ARRIVED
2769.0,W0193,,ON_RETROFIT_TRACK,retrofit,WAITING
3038.0,W0193,,AT_WORKSHOP,WS_01,READY
3038.0,W0193,,RETROFIT_STARTED,WS_01,RETROFITTING
3098.0,W0193,,RETROFIT_COMPLETED,WS_01,COMPLETED
3107.0,W0193,,PARKED,parking7,PARKED
2664.0,W0194,T9,ARRIVED,collection,ARRIVED
2769.0,W0194,,ON_RETROFIT_TRACK,retrofit,WAITING
3038.0,W0194,,AT_WORKSHOP,WS_01,READY
3038.0,W0194,,RETROFIT_STARTED,WS_01,RETROFITTING
3098.0,W0194,,RETROFIT_COMPLETED,WS_01,COMPLETED
3107.0,W0194,,PARKED,parking7,PARKED
2664.0,W0195,T9,ARRIVED,collection,ARRIVED
2769.0,W0195,,ON_RETROFIT_TRACK,retrofit,WAITING
3122.0,W0195,,AT_WORKSHOP,WS_01,READY
3122.0,W0195,,RETROFIT_STARTED,WS_01,RETROFITTING
3182.0,W0195,,RETROFIT_COMPLETED,WS_01,COMPLETED
3191.0,W0195,,PARKED,parking9,PARKED
2664.0,W0196,T9,ARRIVED,rejected,REJECTED
2664.0,W0197,T9,ARRIVED,collection,ARRIVED
2769.0,W0197,,ON_RETROFIT_TRACK,retrofit,WAITING
3122.0,W0197,,AT_WORKSHOP,WS_01,READY
3122.0,W0197,,RETROFIT_STARTED,WS_01,RETROFITTING
3182.0,W0197,,RETROFIT_COMPLETED,WS_01,COMPLETED
3191.0,W0197,,PARKED,parking9,PARKED
2664.0,W0198,T9,ARRIVED,collection,ARRIVED
2769.0,W0198,,ON_RETROFIT_TRACK,retrofit,WAITING
3147.0,W0198,,AT_WORKSHOP,WS_02,READY
3147.0,W0198,,RETROFIT_STARTED,WS_02,RETROFITTING
3207.0,W0198,,RETROFIT_COMPLETED,WS_02,COMPLETED
3216.0,W0198,,PARKED,parking10,PARKED
2664.0,W0199,T9,ARRIVED,collection,ARRIVED
2769.0,W0199,,ON_RETROFIT_TRACK,retrofit,WAITING
3147.0,W0199,,AT_WORKSHOP,WS_02,READY
3147.0,W0199,,RETROFIT_STARTED,WS_02,RETROFITTING
3207.0,W0199,,RETROFIT_COMPLETED,WS_02,COMPLETED
3216.0,W0199,,PARKED,parking10,PARKED
2664.0,W0200,T9,ARRIVED,collection,ARRIVED
2978.0,W0200,,ON_RETROFIT_TRACK,retrofit,WAITING
3206.0,W0200,,AT_WORKSHOP,WS_01,READY
3206.0,W0200,,RETROFIT_STARTED,WS_01,RETROFITTING
3266.0,W0200,,RETROFIT_COMPLETED,WS_01,COMPLETED
3275.0,W0200,,PARKED,parking11,PARKED
2664.0,W0201,T9,ARRIVED,rejected,REJECTED
2664.0,W0202,T9,ARRIVED,rejected,REJECTED
2664.0,W0203,T9,ARRIVED,rejected,REJECTED
2664.0,W0204,T9,ARRIVED,collection,ARRIVED
2978.0,W0204,,ON_RETROFIT_TRACK,retrofit,WAITING
3206.0,W0204,,AT_WORKSHOP,WS_01,READY
3206.0,W0204,,RETROFIT_STARTED,WS_01,RETROFITTING
3266.0,W0204,,RETROFIT_COMPLETED,WS_01,COMPLETED
3275.0,W0204,,PARKED,parking11,PARKED
2664.0,W0205,T9,ARRIVED,rejected,REJECTED
2664.0,W0206,T9,ARRIVED,rejected,REJECTED
2664.0,W0207,T9,ARRIVED,rejected,REJECTED
2664.0,W0208,T9,ARRIVED,rejected,REJECTED
2664.0,W0209,T9,ARRIVED,rejected,REJECTED
2664.0,W0210,T9,ARRIVED,rejected,REJECTED
2664.0,W0211,T9,ARRIVED,rejected,REJECTED
2664.0,W0212,T9,ARRIVED,rejected,REJECTED
2664.0,W0213,T9,ARRIVED,rejected,REJECTED
2664.0,W0214,T9,ARRIVED,rejected,REJECTED
2664.0,W0215,T9,ARRIVED,rejected,REJECTED
2664.0,W0216,T9,ARRIVED,rejected,REJECTED
2664.0,W0217,T9,ARRIVED,rejected,REJECTED
2664.0,W0218,T9,ARRIVED,rejected,REJECTED
2952.0,W0219,T10,ARRIVED,collection,ARRIVED
2978.0,W0219,,ON_RETROFIT_TRACK,retrofit,WAITING
3225.0,W0219,,AT_WORKSHOP,WS_02,READY
3225.0,W0219,,RETROFIT_STARTED,WS_02,RETROFITTING
3285.0,W0219,,RETROFIT_COMPLETED,WS_02,COMPLETED
3292.0,W0219,,PARKED,parking12,PARKED
2952.0,W0220,T10,ARRIVED,rejected,REJECTED
2952.0,W0221,T10,ARRIVED,rejected,REJECTED
2952.0,W0222,T10,ARRIVED,rejected,REJECTED
2952.0,W0223,T10,ARRIVED,rejected,REJECTED
2952.0,W0224,T10,ARRIVED,rejected,REJECTED
